Time (s),Current (A)
1429.82,0.0002904491
1430.97,0.0002905791
1432.1,0.0002907787
1433.25,0.0002909427
1434.39,0.000290925
1435.53,0.0002911305
1436.68,0.0002913563
1437.86,0.0002862264
1439.04,0.0002890459
1440.18,0.0002937992
1441.32,0.0002927091
1442.46,0.0002929261
1443.66,0.0002930549
1444.79,0.0002931821
1445.94,0.0002934206
1447.14,0.0002934188
1448.27,0.0002934337
1449.42,0.0002933125
1450.56,0.0002931623
1451.7,0.0002928226
1452.85,0.0002924462
1453.98,0.0002920582
1455.13,0.0002916663
1456.31,0.0002912013
1457.46,0.0002909029
1458.6,0.0002903399
1459.74,0.0002899408
1460.93,0.0002898706
1462.11,0.0002893228
1463.24,0.0002890202
1464.43,0.0002889373
1465.57,0.0002891028
1466.71,0.000289134
1467.85,0.0002891622
1469.0,0.0002892447
1470.15,0.000289476
1471.3,0.0002867913
1472.44,0.0002893583
1473.58,0.0002904503
1474.71,0.0002911508
1475.85,0.0002915941
1477.0,0.0002918637
1478.13,0.0002921539
1479.29,0.0002924501
1480.43,0.000292647
1481.58,0.0002933882
1482.72,0.0002930995
1483.86,0.000292999
1485.01,0.0002929458
1486.2,0.0002927601
1487.39,0.0002923284
1488.52,0.0002919181
1489.67,0.0002917023
1490.81,0.0002915776
1491.95,0.0002914154
1493.1,0.0002911424
1494.24,0.000290852
1495.38,0.000290654
1496.58,0.000290312
1497.78,0.0002900837
1498.92,0.0002902137
1500.06,0.0002902103
1501.21,0.0002902969
1502.39,0.0002903656
1503.54,0.0002903501
1504.72,0.000290298
1505.91,0.0002904553
1507.09,0.0002904941
1508.22,0.000290628
1509.37,0.0002907757
1510.52,0.0002908063
1511.72,0.0002908522
1512.87,0.0002908616
1514.05,0.0002908377
1515.2,0.0002908384
1516.34,0.0002908797
1517.49,0.0002908845
1518.63,0.0002909914
1519.78,0.0002910762
1520.92,0.0002911637
1522.06,0.0002910949
1523.2,0.0002910927
1524.34,0.0002909651
1525.49,0.0002908597
1526.67,0.0002908876
1527.82,0.0002908618
1528.96,0.0002910018
1530.1,0.0002911661
1531.29,0.0002913277
1532.47,0.0002913171
1533.61,0.0002914809
1534.76,0.0002915294
1535.92,0.0002918237
1537.1,0.0002921285
1538.25,0.000292316
1539.4,0.0002924807
1540.54,0.0002925171
1541.68,0.0002924685
1542.87,0.0002924007
1544.01,0.0002922231
1545.16,0.0002918926
1546.3,0.000291642
1547.5,0.0002913504
1548.69,0.0002910914
1549.82,0.0002909334
1550.97,0.0002906923
1552.1,0.00029048
1553.25,0.0002902225
1554.4,0.000290067
1555.54,0.0002899431
1556.68,0.0002897829
1557.86,0.0002897954
1559.01,0.000289884
1560.14,0.0002899236
1561.34,0.0002900929
1562.48,0.0002903637
1563.62,0.0002906164
1564.77,0.0002908319
1565.96,0.0002911891
1567.1,0.0002912724
1568.23,0.0002914375
1569.37,0.0002917328
1570.52,0.0002918387
1571.7,0.0002918534
1572.85,0.0002918783
1573.99,0.0002920139
1575.13,0.0002918393
1576.27,0.0002917296
1577.42,0.0002917239
1578.59,0.000291505
1579.73,0.000291383
1580.88,0.0002912781
1582.02,0.0002911531
1583.16,0.0002910061
1584.31,0.0002911619
1585.45,0.000291135
1586.61,0.0002909
1587.74,0.0002908796
1588.89,0.0002907514
1590.03,0.0002905846
1591.22,0.0002902008
1592.36,0.0002901602
1593.52,0.000289782
1594.68,0.0002897045
1595.87,0.0002896736
1597.01,0.0002897782
1598.15,0.0002897966
1599.29,0.0002900319
1600.43,0.000290416
1601.59,0.000290644
1602.75,0.0002909949
1603.94,0.0002914594
1605.14,0.0002918792
1606.34,0.0002922551
1607.49,0.0002927686
1608.67,0.0002930391
1609.85,0.0002933686
1611.02,0.0002935832
1612.2,0.0002935676
1613.34,0.0002936729
1614.48,0.0002933471
1615.62,0.0002933789
1616.79,0.0002926553
1617.93,0.0002921837
1619.07,0.0002917137
1620.26,0.0002911749
1621.41,0.000290706
1622.59,0.0002903307
1623.73,0.0002898304
1624.87,0.0002896132
1626.06,0.00028949
1627.24,0.0002896075
1628.44,0.0002896464
1629.58,0.0002899932
1630.72,0.0002902725
1631.86,0.000290724
1633.0,0.0002911683
1634.2,0.0002917981
1635.34,0.0002922338
1636.47,0.0002926422
1637.63,0.0002931328
1638.81,0.0002934222
1640.01,0.0002931113
1641.15,0.0002937613
1642.29,0.0002938512
1643.43,0.0002937171
1644.58,0.0002936661
1645.72,0.0002936179
1646.87,0.0002930952
1648.02,0.0002922828
1649.21,0.0002922836
1650.38,0.0002918668
1651.52,0.0002917401
1652.65,0.0002915736
1653.79,0.0002914407
1654.94,0.000291119
1656.08,0.0002910655
1657.26,0.0002911663
1658.41,0.0002910265
1659.56,0.000290836
1660.7,0.0002906776
1661.85,0.0002906572
1663.0,0.0002906057
1664.14,0.0002906549
1665.28,0.0002908551
1666.42,0.0002909325
1667.57,0.0002910128
1668.71,0.0002913024
1669.84,0.0002913495
1671.0,0.000291489
1672.14,0.0002915198
1673.28,0.0002915854
1674.43,0.000291773
1675.58,0.0002915607
1676.74,0.0002917004
1677.88,0.0002915782
1679.03,0.0002916463
1680.17,0.0002915718
1681.32,0.000291516
1682.47,0.0002915495
1683.63,0.0002916384
1684.77,0.0002919595
1685.91,0.0002918832
1687.06,0.000292059
1688.2,0.0002921281
1689.33,0.0002921636
1690.52,0.0002920901
1691.68,0.0002921197
1692.83,0.0002919676
1693.98,0.0002919359
1695.13,0.0002917567
1696.27,0.0002916072
1697.43,0.000291432
1698.57,0.0002911925
1699.71,0.0002910259
1700.86,0.0002907531
1702.06,0.0002905208
1703.21,0.0002902426
1704.37,0.0002899759
1705.52,0.0002897264
1706.67,0.0002894506
1707.87,0.0002894244
1709.0,0.0002889567
1710.16,0.0002890834
1711.34,0.0002890881
1712.48,0.0002889972
1713.62,0.0002891674
1714.77,0.0002894012
1715.93,0.0002895865
1717.08,0.0002900846
1718.22,0.0002904593
1719.37,0.0002911033
1720.52,0.0002915121
1721.66,0.000291958
1722.86,0.0002923972
1723.99,0.0002926213
1725.14,0.0002928488
1726.28,0.0002928436
1727.42,0.0002930001
1728.57,0.0002930187
1729.7,0.0002931215
1730.85,0.0002930772
1732.0,0.0002926974
1733.15,0.0002924216
1734.29,0.0002921152
1735.43,0.0002915543
1736.58,0.0002910858
1737.71,0.0002907282
1738.86,0.0002902549
1740.01,0.0002901274
1741.15,0.0002895464
1742.31,0.0002892849
1743.46,0.0002890439
1744.61,0.0002889128
1745.76,0.0002888213
1746.92,0.0002887021
1748.07,0.0002887373
1749.22,0.0002890609
1750.37,0.0002892697
1751.53,0.0002898523
1752.68,0.0002903315
1753.83,0.0002908661
1754.99,0.0002914327
1756.15,0.0002918353
1757.31,0.000292183
1758.47,0.0002923061
1759.63,0.0002924322
1760.79,0.0002925477
1761.95,0.0002924671
1763.09,0.0002923399
1764.25,0.0002919532
1765.41,0.0002917298
1766.57,0.0002914058
1767.72,0.0002907398
1768.86,0.0002903877
1770.01,0.0002902602
1771.14,0.0002896922
1772.29,0.0002892346
1773.45,0.0002890207
1774.6,0.0002887596
1775.75,0.0002884328
1776.91,0.0002884071
1778.04,0.0002880023
1779.2,0.0002880616
1780.35,0.0002883366
1781.5,0.0002888592
1782.66,0.0002891177
1783.82,0.000289635
1784.96,0.0002901153
1786.12,0.0002905668
1787.25,0.000290968
1788.4,0.0002909831
1789.56,0.000291613
1790.72,0.0002915933
1791.87,0.0002916796
1793.02,0.0002910877
1794.17,0.0002911456
1795.33,0.0002907101
1796.47,0.0002902867
1797.6,0.0002899453
1798.75,0.0002896048
1799.89,0.0002892445
